roaster,name,link,price,altitude,varietal,processing,estate,roast_level,tasting_notes,description,country,scraped_at,transformed_at,location,producers,aroma,acidity,body,other_properties
quick_brown_fox,Badnekhan Estate SL33 Caturra [Washed] [Espresso Roast],https://qbfcoffee.com/collections/all-coffees/products/badnekhan-estate-sl33-caturra-washed-filter-roast,550,1400,"caturra, sln-33",washed,badnekhan,MEDIUM_DARK,"mandarin , plum , cane syrup","tasting notes : mandarin , plum , cane syrup roast level : espressolocation - chikmagalur , knaltitude - 1400mvarietal - sl - 33 caturraprocess - washed weight - 250gm/1kg badnekhan estate sl33 caturra [ washed ] [ espresso roast",india,2024-09-02 04:51:51.790231,2024-10-10 04:26:34.491313,"chickmagaluru, karnataka",roshin varghese,,,,""
quick_brown_fox,Badnekhan Estate SL13 [Washed] [Espresso Roast],https://qbfcoffee.com/collections/all-coffees/products/badnekhan-estate-sl13-washed-espresso-roast,525,1400,sln-13,washed,badnekhan,MEDIUM_DARK,"toffee , hazelnut , milk chocolate","tasting notes : toffee , hazelnut , milk chocolate roast level : espressolocation - chikmagalur , knaltitude - 1400mvarietal - selection 13process - washed weight - 250gm/1kg badnekhan estate sl13 [ washed ] [ espresso roast",india,2024-09-02 04:51:51.790231,2024-10-10 04:26:34.491313,"chickmagaluru, karnataka",roshin varghese,,,,""
quick_brown_fox,Baarbara Estate [Washed] [Espresso Roast],https://qbfcoffee.com/collections/all-coffees/products/baarbara-estate-washed-espresso-roast,525,1385,sln-795,washed,barbara,MEDIUM_DARK,"raisin , hazelnut , dark chocolate","tasting notes : raisin , hazelnut , dark chocolate roast : espresso location - bababudan giri , kn altitude - 1170 - 1600m varietal - selection 795 process - washed weight - 250gm baarbara estate [ washed ] [ espresso roast",india,2024-10-03 19:33:45.849481,2024-10-10 04:26:34.491313,"chickmagaluru, karnataka",shreeraksha purnesh,,,,""
quick_brown_fox,Attikan Estate Catimor [Dual Fermentation Washed] [Espresso Roast],https://qbfcoffee.com/collections/all-coffees/products/attikan-estate-catimor-dual-fermentation-washed-espresso-roast,550,1340,catimor,dual fermentation washed,attikan,MEDIUM_DARK,"milk chocolate , toffee , figs","tasting notes : milk chocolate , toffee , figs roast level : espresso location - biligiri hills , kn elevation - 1340m varietal - catimor process - dual fermentation washed weight - 250gm / 1kg attikan estate catimor [ dual fermentation washed ] [ espresso roast",india,2024-10-03 19:33:45.849481,2024-10-10 04:26:34.491313,karnataka,sangameshwar group,,,,""
quick_brown_fox,Ratnagiri Estate Lot RN34/4 [CM Yeast Naturals] [Filter Roast] [Microlot],https://qbfcoffee.com/collections/all-coffees/products/ratnagiri-estate-lot-rn34-4-cm-yeast-naturals-filter-roast-microlot,795,1350,sln-9,"carbonic maceration , cm yeast natural",ratnagiri,MEDIUM_LIGHT,"peach , raspberry , red apple","tasting notes : peach , raspberry , red apple roast : filter farmer : ashok patre location - bababudan giri , kn elevation - 1250 - 1450m varietal - sln 9 process - cm yeast naturals fermentation - 76 hours carbonic maceration with yeast weight - 250gm / 1kg ratnagiri estate lot rn34/4 [ cm yeast naturals ] [ filter roast ] [ microlot",india,2024-09-06 02:04:54.998827,2024-10-10 04:26:34.491313,"chickmagaluru, karnataka",ashok patre,,,,""
quick_brown_fox,Middle Ground [Espresso Blend],https://qbfcoffee.com/collections/all-coffees/products/middle-ground-espresso-blend,550,,"sln-795, chandragiri","natural , washed",,,"ripe stone - fruit , toffee , bittersweet chocolate","tasting notes : ripe stone - fruit , toffee , bittersweet chocolate varietal : sl795 , chandragiri process : washed , natural weight - 250gm / 1kg middle ground [ espresso blend",india,2024-10-03 19:33:45.849481,2024-10-10 04:26:34.491313,,,,,,""
quick_brown_fox,Colombia Decaf [Espresso Roast],https://qbfcoffee.com/collections/all-coffees/products/colombia-decaf,1600,,,,,MEDIUM_DARK,"mandarin , hazelnut , chocolate fudge","tasting notes : mandarin , hazelnut , chocolate fudge roast : espresso weight - 250gm / 1kg colombia decaf [ espresso roast",india,2024-10-03 19:33:45.849481,2024-10-10 04:26:34.491313,,,,,,""
naivo,kiryama red bourbon (burundi),https://naivo.in/product/kiryama-red-bourbon-burundi/,535,1600,red bourbon,washed,,MEDIUM_LIGHT,"rosehip , black tea , grapefruit","you’ve probably encountered coffee produced using the burundi washed process . we pondered : why not bring you a coffee processed this way directly from its place of origin ? floral , tea - like , and brimming with delicious citric acidity , this red bourbon from the muyinga province in burundi perfectly encapsulates the exotic flavor profile of africa . subtle hints of rosehip in the aroma provide a curious prelude to its syrupy texture . a prominent note of black tea with undertones of grapefruit leads to a crisp and clean finish . this coffee was produced by tib coffee ( this is burundi ) in the muyinga province in northern burundi , a stunning hilly region with an average altitude of 1500 – 1700 masl . around 2000 farmers , with farms spanning 50 hectares , collaborate with the washing station . coffee is pivotal to burundi’s economy and serves as a significant source of income for families , supporting education and providing access to cash for housing construction . kiryama derives from the verb “kuryama , ” meaning “to sleep” in kirundi . royal princes used to rest on this hill , finding respite before engaging in their customary activities in the region . they favored this hill , influencing catholic missionaries to establish a parish where italian priests resided for more than 20 years . rosehip black tea grapefruit you’ve probably encountered coffee produced using the burundi washed process . we pondered : why not bring you a coffee processed this way directly from its place of origin ? floral , tea - like , and brimming with delicious citric acidity , this red bourbon from the muyinga province in burundi perfectly encapsulates the exotic flavor profile of africa . subtle hints of rosehip in the aroma provide a curious prelude to its syrupy texture . a prominent note of black tea with undertones of grapefruit leads to a crisp and clean finish . this coffee was produced by tib coffee ( this is burundi ) in the muyinga province in northern burundi , a stunning hilly region with an average altitude of 1500 – 1700 masl . around 2000 farmers , with farms spanning 50 hectares , collaborate with the washing station . coffee is pivotal to burundi’s economy and serves as a significant source of income for families , supporting education and providing access to cash for housing construction . kiryama derives from the verb “kuryama , ” meaning “to sleep” in kirundi . royal princes used to rest on this hill , finding respite before engaging in their customary activities in the region . they favored this hill , influencing catholic missionaries to establish a parish where italian priests resided for more than 20 years . kiryama red bourbon ( burundi )",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,muyinga,tib coffee,,citric,,""
naivo,venkids valley washed (india) – fine robusta,https://naivo.in/product/venkids-valley-washed-india-fine-robusta/,375,975,"cxr, peradeniya",washed,venkids valley,MEDIUM_DARK,"cardamom , nutmeg , dark chocolate","we’ve made much progress on our exploration of fine robustas in the effort to showcase the high quality of robusta coffee produced in india . most of indian robusta is exported to europe and australia while the major volume of what stays in the country is used by instant coffee manufacturers and roasters focused on mass - produced commercial blends for espresso and south indian filter coffee . with revolutionary advancements in farming , fermentation and post - harvest processing , our producers are now inducing a great deal of excitement in the robusta space . this washed lot from venkids valley estate delivers a lip - smacking espresso with spicy expressions of nutmeg and cardamom and a strong dark chocolate finish . our omni - roast has helped tailor this lot for an interesting experience in manual brews as well with pourover brewing and aeropress delivering a full - bodied cup with similar spice notes and an underlying jaggery sweetness . if you are a robusta enthusiast or a coffee lover with a curious mind , we highly recommend this lot that showcases the promising future of indian washed robustas . cardamom nutmeg dark chocolate we’ve made much progress on our exploration of fine robustas in the effort to showcase the high quality of robusta coffee produced in india . most of indian robusta is exported to europe and australia while the major volume of what stays in the country is used by instant coffee manufacturers and roasters focused on mass - produced commercial blends for espresso and south indian filter coffee . with revolutionary advancements in farming , fermentation and post - harvest processing , our producers are now inducing a great deal of excitement in the robusta space . this washed lot from venkids valley estate delivers a lip - smacking espresso with spicy expressions of nutmeg and cardamom and a strong dark chocolate finish . our omni - roast has helped tailor this lot for an interesting experience in manual brews as well with pourover brewing and aeropress delivering a full - bodied cup with similar spice notes and an underlying jaggery sweetness . if you are a robusta enthusiast or a coffee lover with a curious mind , we highly recommend this lot that showcases the promising future of indian washed robustas . venkids valley washed ( india ) – fine robusta",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,"coorg, karnataka",pavan nanjappa,,,full,""
naivo,unnakki estate washed (india),https://naivo.in/product/unnakki-estate-washed-india/,470,1295,chandragiri,washed,unnaki,MEDIUM_LIGHT,"cane sugar , apricot , honey","as we traverse the vast and expanding landscape of complex coffees birthed by even more complex special fermentation techniques , there is a sense of nostalgia and attachment to washed lots . and when we stumble across a washed lot with distinguished characteristics and explosively bright and sweet expressions , we cannot help but make it our daily driver coffee . our relationship with unnakki estate began through continued conversations with the young and passionate utsav gowda who orchestrates the show at the farm . an aspiring lawyer shuffling between classes , exams and protecting his harvest against unexpected rains at the coffee farm , utsav is the perfect representation of the future of indian coffee . we are delighted to bring you this juicy washed lot that displays scrumptious expressions of cane sugar and apricot with undertones of natural honey . enjoy this diverse coffee in aeropress , v60 , french press , chemex , traditional drip filters and espresso ! cane sugar apricot honey as we traverse the vast and expanding landscape of complex coffees birthed by even more complex special fermentation techniques , there is a sense of nostalgia and attachment to washed lots . and when we stumble across a washed lot with distinguished characteristics and explosively bright and sweet expressions , we cannot help but make it our daily driver coffee . our relationship with unnakki estate began through continued conversations with the young and passionate utsav gowda who orchestrates the show at the farm . an aspiring lawyer shuffling between classes , exams and protecting his harvest against unexpected rains at the coffee farm , utsav is the perfect representation of the future of indian coffee . we are delighted to bring you this juicy washed lot that displays scrumptious expressions of cane sugar and apricot with undertones of natural honey . enjoy this diverse coffee in aeropress , v60 , french press , chemex , traditional drip filters and espresso ! unnakki estate washed ( india )",india,2024-09-16 16:00:10.093665,2024-10-10 04:26:32.326003,"chickmagaluru, karnataka",utsav gowda,,,,""
